player computer r s p
spssr prpps 0 1 1
spssr prpsr 0 0 1
spssr prrpr 0 1 3
spssr prrps 0 1 0
spssr psprr 1 0 0
spssr psrpr 1 0 0
spssr psrrs 0 0 1
spssr pssrp 1 0 0
spssr pssss 1 0 0
spssr rprps 0 0 1
spssr rpspr 1 0 0
spssr rpsrr 0 1 0
spssr rrpps 1 0 0
spssr rrspr 8 6 3
spssr rrsrs 1 0 0
spssr rrssr 1 0 0
spssr rrsss 1 0 0
spssr rsppp 0 1 0
spssr rsprs 0 0 1
spssr rsrsr 2 1 0
spssr spppp 0 0 1
spssr sppsr 1 0 0
spssr sprps 0 1 0
spssr srpps 2 1 2
spssr srrpr 9 11 9
spssr srrps 3 0 3
spssr srrsp 0 0 1
spssr srrss 1 0 0
spssr sspsr 2 0 0
spssr sspss 1 0 0
spsss prppp 2 3 0
spsss prpsp 1 0 0
spsss prrpp 0 0 1
spsss prrpr 1 2 0
spsss prrps 0 1 1
spsss prrrr 0 1 0
spsss prrrs 0 1 0
spsss psrpp 0 1 0
spsss psrrp 1 0 0
spsss pssrp 1 0 0
spsss rpspp 2 0 0
spsss rpspr 0 1 0
spsss rpssp 0 1 0
spsss rrprr 1 0 0
spsss rrprs 1 0 0
spsss rrspp 0 4 0
spsss rrspr 4 8 0
spsss rrsps 3 0 0
spsss rrsrp 1 0 0
spsss rsrsr 2 1 0
spsss rsrss 1 0 0
spsss spppp 0 1 0
spsss spprs 1 0 0
spsss srpps 1 0 4
spsss srrpr 17 7 9
spsss srrps 3 0 1
spsss ssprr 0 2 0
spsss sspsr 0 1 0
sr pp 24 16 14
sr pr 195 175 192
sr ps 21 13 27
sr rp 12 12 15
sr rr 177 136 190
sr rs 23 40 31
sr sp 9 10 23
sr sr 251 149 238
sr ss 18 7 11
srp ppp 5 5 4
srp prp 33 34 21
srp prr 25 32 22
srp prs 4 7 4
srp psp 9 4 5
srp psr 0 1 0
srp pss 3 2 3
srp rpp 2 0 2
srp rpr 1 1 1
srp rps 2 5 1
srp rrp 41 41 27
srp rrr 5 5 9
srp rrs 15 26 13
srp rsp 3 1 1
srp rsr 5 14 2
srp rss 3 1 1
srp spp 0 0 1
srp spr 1 4 0
srp sps 7 6 3
srp srp 50 85 43
srp srr 1 0 3
srp srs 34 18 1
srp ssp 3 4 4
srpp ppps 0 0 4
srpp prpp 3 0 3
srpp prpr 4 0 0
srpp prps 4 5 1
srpp prrp 3 0 2
srpp prrr 7 5 4
srpp prrs 0 0 1
srpp prsp 2 1 0
srpp prsr 0 1 0
srpp pspp 2 0 2
srpp pspr 0 1 0
srpp pssp 0 0 1
srpp pssr 0 1 0
srpp psss 0 1 0
srpp rppp 0 0 1
srpp rpps 0 0 1
srpp rprr 0 1 0
srpp rpss 1 0 0
srpp rrpp 4 3 5
srpp rrpr 5 6 1
srpp rrrr 0 1 2
srpp rrrs 1 2 2
srpp rrsp 0 0 1
srpp rrsr 3 5 2
srpp rrss 1 0 0
srpp rspp 0 0 1
srpp rsrp 0 2 0
srpp rssp 0 1 0
srpp spps 0 1 0
srpp spsp 0 0 2
srpp spsr 0 0 1
srpp srpp 2 2 2
srpp srpr 9 14 9
srpp srps 0 1 1
srpp srrp 0 1 0
srpp srrs 0 1 1
srpp srsp 0 0 1
srpp sspr 1 0 1
srpp ssps 0 0 1
srppp pppsp 0 0 1
srppp pppss 0 1 2
srppp prppp 0 1 2
srppp prpsr 0 0 1
srppp prrpp 0 2 0
srppp prrrr 1 0 1
srppp prrrs 0 0 1
srppp prrss 0 0 1
srppp psppp 1 1 0
srppp psspr 0 1 0
srppp rpppr 0 0 1
srppp rppss 0 0 1
srppp rrppp 2 1 1
srppp rrpps 0 1 0
srppp rrprp 0 1 0
srppp rrrrp 1 0 0
srppp rrrrr 0 0 1
srppp rrrsp 0 0 1
srppp rrrsr 0 1 0
srppp rrsps 0 0 1
srppp rrsrr 0 1 1
srppp rsppr 0 1 0
srppp spsps 2 0 0
srppp spsrr 0 0 1
srppp srppp 0 0 1
srppp srpps 1 0 0
srppp srprr 1 2 4
srppp srprs 2 0 0
srppp srpsr 0 1 0
srppp srrsp 0 1 0
srppp srspr 0 0 1
srppp ssprp 0 0 1
srppp sspsp 0 0 1
srppr prppp 0 2 0
srppr prpps 0 0 1
srppr prprp 0 2 1
srppr prprr 1 0 0
srppr prpsr 0 1 2
srppr prrpp 0 1 1
srppr prrpr 0 0 1
srppr prrrp 0 0 1
srppr prrrr 2 3 0
srppr prsps 0 2 0
srppr psppp 1 0 0
srppr pspps 0 1 0
srppr rpssr 1 0 0
srppr rrppp 0 2 0
srppr rrpps 0 2 0
srppr rrprr 1 3 1
srppr rrrsr 0 0 1
srppr rrsrr 1 0 1
srppr rrsrs 0 1 0
srppr rrssp 0 0 1
srppr srpps 0 2 0
srppr srprp 0 1 0
srppr srprr 0 1 3
srppr srprs 0 2 0
srppr ssprp 1 0 0
srpps prpsp 1 0 0
srpps prpsr 2 0 1
srpps prrrr 2 0 1
srpps prrrs 0 1 1
srpps prspp 1 0 0
srpps prsrr 0 1 0
srpps psprs 0 1 0
srpps pssrp 0 0 1
srpps pssss 1 0 0
srpps rprrs 0 1 0
srpps rrppp 1 0 0
srpps rrpps 2 0 0
srpps rrprr 2 3 0
srpps rrprs 0 1 0
srpps rrrrp 0 1 0
srpps rrrss 0 2 0
srpps rrsrr 0 1 2
srpps rrsrs 1 1 0
srpps rsrpr 2 0 0
srpps rsspr 0 0 1
srpps sppsr 1 0 0
srpps srpps 1 0 1
srpps srprp 1 0 1
srpps srprr 4 1 2
srpps srprs 1 2 1
srpps srpss 1 0 0
srpps srrps 1 0 0
srpps srrsp 1 0 0
srpr pppp 0 1 0
srpr ppps 1 2 1
srpr prpp 1 12 2
srpr prpr 0 2 2
srpr prps 2 10 1
srpr prrp 1 4 2
srpr prrr 5 9 3
srpr prsp 0 1 0
srpr prsr 0 1 0
srpr prss 1 1 0
srpr pspp 1 4 2
srpr pspr 2 0 0
srpr pssp 1 0 0
srpr psss 1 1 0
srpr rppp 0 0 1
srpr rpps 0 1 0
srpr rprr 0 0 1
srpr rpsr 1 0 0
srpr rpss 0 1 0
srpr rrpp 1 3 3
srpr rrpr 3 21 8
srpr rrrp 0 0 1
srpr rrrr 0 0 1
srpr rrrs 1 0 2
srpr rrsr 5 9 0
srpr rrss 0 0 1
srpr rspp 0 0 2
srpr rsps 0 0 1
srpr rsrp 0 0 1
srpr rsrr 0 4 0
srpr rssp 0 1 1
srpr rssr 1 0 0
srpr sprs 1 0 0
srpr spsp 2 3 1
srpr spsr 0 1 0
srpr srpp 0 2 0
srpr srpr 6 32 5
srpr srps 1 2 1
srpr srrs 0 1 0
srpr srsp 7 12 0
srpr srsr 1 7 0
srpr srss 5 2 0
srpr ssps 0 2 1
srprp pppsr 0 0 1
srprp prppp 1 0 0
srprp prppr 0 1 0
srprp prprr 0 2 0
srprp prpsr 1 0 0
srprp prrpr 1 0 0
srprp prrrp 1 0 1
srprp prrrr 0 0 1
srprp psppr 0 2 0
srprp rpppp 0 0 1
srprp rprrr 0 0 1
srprp rrppr 0 1 2
srprp rrprp 3 0 0
srprp rrprr 1 2 0
srprp rrprs 1 1 0
srprp rrrpr 1 0 0
srprp rrrrs 1 0 0
srprp rrrsp 0 1 0
srprp rrrss 0 1 0
srprp rrssp 1 0 0
srprp rsppr 0 1 0
srprp rspps 0 1 0
srprp rspsp 1 0 0
srprp rsrps 0 0 1
srprp rssps 0 1 0
srprp spspr 0 1 0
srprp srprr 2 1 2
srprp srpsr 1 0 0
srprp sspsr 0 1 0
srprr pppss 0 1 0
srprr prpsr 0 1 1
srprr prrpr 0 1 0
srprr prrrp 1 1 0
srprr prrrr 0 2 0
srprr prssr 0 1 0
srprr psppr 0 0 1
srprr psprp 0 1 0
srprr psprs 0 1 0
srprr psspr 0 1 0
srprr psssr 0 1 0
srprr rpsrs 1 0 0
srprr rrpps 0 1 0
srprr rrprr 1 0 2
srprr rrrss 0 0 1
srprr rrsrp 0 1 0
srprr rrsrr 2 1 0
srprr rrsrs 1 0 0
srprr rssrr 0 1 0
srprr sprss 0 1 0
srprr spspr 1 1 0
srprr srprr 2 3 1
srprr srpsr 0 1 0
srprr srspp 0 0 5
srprr srspr 0 1 0
srprr srsps 0 1 0
srprr srsrr 0 1 0
srprr srssp 0 0 1
srprr srssr 0 0 2
srprr srsss 0 2 0
srprs pppps 1 0 0
srprs pppsp 1 0 1
srprs prppr 3 0 6
srprs prpps 0 0 3
srprs prprp 1 0 0
srprs prprs 1 0 0
srprs prpsp 1 0 0
srprs prpsr 3 1 4
srprs prpss 0 0 1
srprs prrpr 0 2 1
srprs prrps 0 0 1
srprs prrrp 1 0 2
srprs prrrr 3 0 3
srprs prspp 0 1 0
srprs prsrr 1 0 0
srprs prsss 0 0 1
srprs psppp 0 1 0
srprs psppr 0 0 3
srprs psssr 0 0 1
srprs rppsp 1 0 0
srprs rpssr 1 0 0
srprs rrppr 0 1 0
srprs rrpps 0 1 1
srprs rrprr 3 0 10
srprs rrprs 2 0 4
srprs rrsrp 0 1 1
srprs rrsrr 1 1 5
srprs rsrrp 0 0 2
srprs rsrrr 0 0 2
srprs rsspp 0 1 0
srprs spspr 1 2 0
srprs spsrp 1 0 0
srprs srppr 0 0 1
srprs srpps 1 0 0
srprs srprp 0 0 1
srprs srprr 7 1 19
srprs srprs 0 0 2
srprs srpsp 0 0 1
srprs srpsr 1 0 0
srprs srrsr 0 1 0
srprs srspp 0 0 8
srprs srspr 3 1 0
srprs srsrp 0 1 1
srprs srsrr 0 1 1
srprs srsrs 3 0 0
srprs srssr 1 0 1
srprs sspss 0 1 1
srps pppp 0 2 0
srps ppps 1 0 2
srps prpp 10 0 11
srps prpr 1 0 1
srps prps 1 5 2
srps prrp 8 2 1
srps prrr 7 1 9
srps prrs 2 0 0
srps prsp 1 0 0
srps prsr 2 1 0
srps prss 2 0 0
srps pspp 3 0 0
srps pspr 1 0 0
srps psrr 0 0 1
srps pssp 1 0 0
srps psss 0 1 0
srps rprs 1 0 0
srps rpsr 2 0 2
srps rpss 1 0 0
srps rrpp 10 1 4
srps rrpr 11 3 6
srps rrps 1 2 0
srps rrrs 2 0 3
srps rrsr 14 3 5
srps rrss 1 2 0
srps rspp 1 0 0
srps rsrp 0 3 0
srps rsrr 9 1 0
srps rssp 0 0 1
srps sprp 0 4 0
srps spsp 3 1 2
srps srpp 1 16 1
srps srpr 27 9 19
srps srps 1 2 2
srps srsp 1 16 1
srps sspp 1 0 0
srps ssps 2 1 0
srpsp pppsr 0 1 0
srpsp pppss 0 1 0
srpsp prppp 1 1 0
srpsp prpps 7 2 0
srpsp prprp 0 0 1
srpsp prpsp 1 0 1
srpsp prrpp 1 0 0
srpsp prrrp 4 1 2
srpsp prrrs 1 1 0
srpsp psrrs 0 0 1
srpsp rpsrp 0 1 0
srpsp rpsrr 1 0 0
srpsp rrppp 2 0 0
srpsp rrppr 2 0 0
srpsp rrprp 2 1 1
srpsp rrprs 1 0 0
srpsp rrrsp 2 1 0
srpsp rrsrp 3 1 1
srpsp rssps 0 0 1
srpsp spspp 1 0 1
srpsp srppp 0 0 1
srpsp srprp 10 5 2
srpsp srprr 0 0 2
srpsp srpsr 1 1 0
srpsp srspr 0 1 0
srpsr pppss 1 0 0
srpsr prppr 0 0 1
srpsr prpps 0 1 8
srpsr prprs 0 0 1
srpsr prpsr 0 1 0
srpsr prrpp 0 1 6
srpsr prrpr 0 0 1
srpsr prrrp 0 1 4
srpsr prrrs 1 0 1
srpsr prrsp 0 0 1
srpsr prrss 1 0 0
srpsr prspr 0 0 1
srpsr prsrr 0 1 1
srpsr prssp 0 1 0
srpsr psppp 0 0 1
srpsr psprr 1 0 0
srpsr psspp 0 0 1
srpsr rprsp 0 0 1
srpsr rpsrs 0 0 2
srpsr rpssp 0 1 0
srpsr rrppp 1 3 5
srpsr rrpps 0 0 1
srpsr rrprp 3 2 5
srpsr rrprs 0 1 0
srpsr rrpsr 1 0 0
srpsr rrrss 0 0 1
srpsr rrsrp 3 1 8
srpsr rrssr 0 0 1
srpsr rsppr 0 0 1
srpsr rsrrp 3 2 1
srpsr rsrrr 1 0 0
srpsr rsrrs 1 1 0
srpsr spspp 0 1 1
srpsr spspr 0 1 0
srpsr srppr 0 0 1
srpsr srprp 8 4 12
srpsr srprr 1 0 0
srpsr srprs 0 1 0
srpsr srpsr 0 0 1
srpsr srspr 0 0 1
srpsr ssppp 0 0 1
srpsr sspsr 0 0 1
srpsr sspss 0 0 1
srpss ppppp 0 1 0
srpss ppppr 0 0 1
srpss prpsr 1 1 1
srpss prpss 0 1 1
srpss prrpp 1 1 0
srpss prrrp 0 0 1
srpss prsrp 1 0 0
srpss psssr 1 0 0
srpss rrppp 1 0 0
srpss rrprp 1 1 1
srpss rrpsp 1 0 0
srpss rrpsr 1 0 0
srpss rrsrp 0 2 1
srpss rrssr 0 1 0
srpss rrsss 0 1 0
srpss rsrpp 0 1 0
srpss rsrpr 1 0 0
srpss rsrps 0 1 0
srpss rsrrp 0 0 1
srpss sprpp 0 1 0
srpss sprpr 0 0 2
srpss sprps 1 0 0
srpss spspp 0 1 0
srpss srpps 16 0 0
srpss srprp 3 1 4
srpss srprs 0 0 1
srpss srpsr 0 0 1
srpss srpss 0 1 0
srpss srspp 0 0 1
srpss srspr 9 1 1
srpss srsps 0 4 0
srpss sspsp 0 0 1
srr ppp 15 1 4
srr ppr 1 0 1
srr pps 1 1 0
srr prp 33 19 31
srr prr 41 30 19
srr prs 4 4 6
srr psp 7 4 2
srr psr 0 1 0
srr pss 1 2 2
srr rpp 2 0 0
srr rps 2 5 3
srr rrp 46 21 36
srr rrr 8 2 2
srr rrs 21 16 16
srr rsp 1 0 0
srr rsr 8 6 2
srr rss 5 1 0
srr sps 7 2 0
srr srp 74 56 38
srr srr 4 1 1
srr srs 60 5 0
srr ssp 9 1 5
srr ssr 0 0 1
srr sss 0 1 0
srrp pppp 1 1 1
srrp pppr 0 0 1
srrp pprp 1 0 0
srrp prpp 8 9 12
srrp prps 1 1 0
srrp prrp 7 8 3
srrp prsr 1 0 0
srrp prss 4 0 1
srrp pspp 0 0 1
srrp pspr 1 0 0
srrp pssp 0 0 1
srrp psss 0 1 0
srrp rpsp 0 1 2
srrp rrpp 16 6 13
srrp rrrp 1 1 0
srrp rrsp 6 0 9
srrp rrsr 1 0 0
srrp rsrp 0 0 1
srrp srpp 7 13 16
srrp srpr 0 1 1
srrp srrp 1 0 0
srrp sspp 2 3 0
srrp ssrs 0 1 0
srrpp ppppr 0 1 0
srrpp ppprr 0 1 0
srrpp prppr 1 1 2
srrpp prpps 3 4 1
srrpp prrpr 2 0 0
srrpp prssp 0 0 1
srrpp pspps 0 1 0
srrpp rpsps 2 0 0
srrpp rrppp 1 5 7
srrpp rrspr 0 1 0
srrpp rrsps 0 2 6
srrpp srppp 0 0 1
srrpp srppr 0 1 2
srrpp srpps 3 3 4
srrpp srprp 1 0 0
srrpr ppppr 0 0 1
srrpr pprps 0 0 1
srrpr prpps 0 6 1
srrpr prpsr 0 1 0
srrpr prrpp 2 0 0
srrpr prrpr 2 2 1
srrpr prsrr 0 1 0
srrpr prssp 1 2 1
srrpr psprs 0 1 0
srrpr rrppp 2 9 0
srrpr rrppr 0 1 1
srrpr rrpps 0 2 0
srrpr rrrpr 1 0 0
srrpr rrsps 1 2 1
srrpr rrsrs 0 1 0
srrpr srppr 0 1 0
srrpr srpps 3 3 0
srrpr srrpr 0 1 0
srrpr ssppr 0 1 1
srrps pppps 0 1 0
srrps prppr 1 1 1
srrps prpps 3 0 3
srrps prpsp 1 0 0
srrps prrpp 1 0 0
srrps prrpr 3 2 0
srrps prrps 0 0 1
srrps psssr 0 1 0
srrps rpsps 1 0 0
srrps rrppp 3 1 2
srrps rrrps 0 0 1
srrps srppr 0 2 0
srrps srpps 4 3 4
srrps srprs 0 0 1
srrps ssppp 0 1 0
srrps ssppr 0 1 0
srrps sspps 0 0 1
srrps ssrss 1 0 0
srrr pppp 4 5 3
srrr pppr 1 0 1
srrr ppps 0 1 0
srrr pprr 0 1 0
srrr ppsp 0 0 1
srrr prpp 13 6 10
srrr prpr 0 0 1
srrr prps 2 1 0
srrr prrp 13 6 16
srrr prrr 0 1 1
srrr prrs 0 0 2
srrr prss 0 1 3
srrr pspp 4 1 1
srrr pspr 0 0 1
srrr psss 0 0 1
srrr rppp 0 1 0
srrr rppr 1 0 0
srrr rpss 1 0 1
srrr rrpp 27 3 13
srrr rrpr 1 0 0
srrr rrps 1 1 0
srrr rrrp 4 0 3
srrr rrrs 1 0 0
srrr rrsp 2 1 2
srrr rrsr 14 2 0
srrr rspp 1 0 0
srrr rsrp 4 2 1
srrr rsrs 0 0 1
srrr rssp 0 0 2
srrr rssr 2 0 0
srrr rsss 1 0 0
srrr spsp 5 0 0
srrr spsr 0 0 1
srrr spss 1 0 0
srrr srpp 26 13 14
srrr srpr 11 1 6
srrr srps 2 0 0
srrr srrp 0 2 2
srrr srsp 55 0 0
srrr srsr 5 0 0
srrr sspp 7 1 1
srrrp ppppp 0 2 1
srrrp ppprp 0 1 0
srrrp ppspr 0 1 0
srrrp prppp 1 6 3
srrrp prprp 0 1 0
srrrp prrpp 3 0 2
srrrp prrpr 0 0 1
srrrp prrps 2 2 5
srrrp prrrr 0 1 0
srrrp prrsp 1 0 0
srrrp prrss 0 0 1
srrrp prssr 1 0 0
srrrp prsss 0 2 0
srrrp psppp 1 0 0
srrrp psprp 1 0 0
srrrp psssr 0 1 0
srrrp rpssr 1 0 0
srrrp rrppp 5 5 3
srrrp rrrpp 0 1 1
srrrp rrrps 0 0 1
srrrp rrspr 2 0 0
srrrp rsrpp 0 0 1
srrrp rsrsr 0 0 1
srrrp rsspp 0 2 0
srrrp spsrr 1 0 0
srrrp srppp 3 7 3
srrrp srpps 0 0 1
srrrp srprp 0 2 0
srrrp srprs 0 3 1
srrrp srrpr 1 0 0
srrrp srrps 0 0 1
srrrp ssppp 0 1 0
srrrr ppppp 0 0 1
srrrr ppppr 1 0 1
srrrr pppps 0 1 0
srrrr ppprs 0 1 0
srrrr prppp 5 0 7
srrrr prpps 0 1 0
srrrr prpsr 1 1 0
srrrr prrpp 2 2 1
srrrr prrps 2 0 6
srrrr psppp 0 0 1
srrrr pspps 2 0 1
srrrr rpprr 0 0 1
srrrr rpsss 1 0 0
srrrr rrppp 20 2 4
srrrr rrppr 1 0 0
srrrr rrprp 1 0 0
srrrr rrpsr 1 0 0
srrrr rrrpp 1 0 0
srrrr rrrps 2 1 0
srrrr rrrsr 1 0 0
srrrr rrspr 1 0 0
srrrr rrsps 1 0 0
srrrr rrsrp 10 0 0
srrrr rrsrr 4 0 0
srrrr rsppr 0 0 1
srrrr rsrpp 2 0 0
srrrr rsrpr 1 0 0
srrrr rsrps 0 1 0
srrrr rssrp 2 0 0
srrrr rsssp 0 0 1
srrrr spspp 2 1 1
srrrr spsps 1 0 0
srrrr spsss 1 0 0
srrrr srppp 17 3 3
srrrr srppr 1 0 0
srrrr srpps 0 0 1
srrrr srprp 1 0 0
srrrr srprs 8 2 0
srrrr srpsp 2 0 0
srrrr srspp 41 0 11
srrrr srspr 1 0 0
srrrr srsps 2 0 0
srrrr srsrp 2 2 0
srrrr srsrs 1 0 0
srrrr ssppp 3 1 0
srrrr ssppr 2 1 0
srrrs ppppp 1 2 1
srrrs ppppr 0 1 0
srrrs pppsr 0 0 1
srrrs pprrp 0 0 1
srrrs prppp 0 2 4
srrrs prpsp 0 0 1
srrrs prrps 1 0 5
srrrs prrrp 0 1 0
srrrs prssr 0 1 0
srrrs psppp 0 0 1
srrrs rppps 0 1 0
srrrs rrppp 2 0 1
srrrs rrpsp 0 0 1
srrrs rrspp 0 0 1
srrrs rrsrp 0 1 0
srrrs rrsrr 0 1 0
srrrs rsrpp 1 0 0
srrrs rsrps 0 0 1
srrrs srppp 3 4 5
srrrs srpps 0 0 1
srrrs srprs 0 0 1
srrrs srrpp 0 0 1
srrrs srrps 1 0 0
srrrs ssppp 0 1 0
srrs pppp 1 0 0
srrs ppsp 1 0 0
srrs prpp 2 5 10
srrs prps 0 0 1
srrs prrp 9 4 14
srrs prrs 1 0 0
srrs prsr 1 0 0
srrs prss 0 1 2
srrs pspp 2 0 1
srrs pspr 0 0 1
srrs psrr 0 1 0
srrs psss 2 0 0
srrs rpsr 0 0 1
srrs rpss 0 3 1
srrs rrpp 4 6 9
srrs rrpr 1 0 0
srrs rrps 0 0 1
srrs rrrp 1 1 0
srrs rrsp 0 2 7
srrs rrsr 1 1 2
srrs rrss 0 0 2
srrs rsrp 0 2 4
srrs rssp 0 0 1
srrs spsp 0 0 2
srrs srpp 9 15 27
srrs srpr 0 3 1
srrs srps 0 0 1
srrs srrp 0 0 1
srrs srsp 0 2 2
srrs srsr 0 0 1
srrs sspp 0 1 0
srrs ssss 1 0 0
srrsp prppr 1 1 0
srrsp prpps 2 1 5
srrsp prpss 0 1 0
srrsp prrpp 1 2 3
srrsp prrps 3 2 3
srrsp prsss 2 0 0
srrsp psppp 0 0 1
srrsp psprp 0 1 0
srrsp rpsrp 0 0 1
srrsp rpssr 0 1 0
srrsp rrppr 2 0 0
srrsp rrpps 3 3 1
srrsp rrpss 0 0 1
srrsp rrspp 0 0 1
srrsp rrsps 2 3 1
srrsp rrsrr 0 0 1
srrsp rrssp 0 0 1
srrsp rrsss 0 1 0
srrsp rsrpp 0 0 1
srrsp rsrps 0 0 3
srrsp rssps 0 0 1
srrsp spspr 1 0 0
srrsp spsps 1 0 0
srrsp srppr 1 1 0
srrsp srpps 5 7 12
srrsp srprp 0 0 1
srrsp srpsr 0 0 1
srrsp srrpp 1 0 0
srrsp srspr 0 2 0
srrsp srsrs 0 0 1
srrsr pppps 0 0 1
srrsr ppsps 1 0 0
srrsr prpps 0 1 1
srrsr prrpp 1 1 0
srrsr prrpr 1 1 0
srrsr prrps 1 0 4
srrsr prrss 0 1 0
srrsr prsrr 1 0 0
srrsr psppp 0 1 0
srrsr psppr 0 1 0
srrsr psssp 1 0 0
srrsr pssss 0 1 0
srrsr rrpps 1 1 2
srrsr rrprr 0 1 0
srrsr rrsrs 0 1 0
srrsr srpps 2 1 5
srrsr ssssr 0 0 1
srrss prppp 0 0 1
srrss prppr 0 0 1
srrss prpps 0 1 2
srrss prrpp 0 1 0
srrss prrps 1 0 1
srrss prsss 0 1 0
srrss psrrp 0 0 1
srrss rpssr 0 1 0
srrss rpsss 0 1 1
srrss rrpps 2 1 3
srrss rrrpp 0 0 1
srrss rrsps 0 2 0
srrss rrsrr 0 1 0
srrss rsrps 1 0 1
srrss srpps 2 7 6
srrss srprs 2 0 1
srrss srsps 0 0 2
srrss sspps 1 0 0
srs ppp 4 6 4
srs ppr 1 0 0
srs prp 15 20 32
srs prr 21 24 18
srs prs 12 4 17
srs psp 1 0 6
srs pss 1 3 2
srs rpp 1 0 1
srs rpr 2 0 0
srs rps 2 2 4
srs rrp 31 20 48
srs rrr 3 1 4
srs rrs 6 8 11
srs rsp 0 1 1
srs rsr 7 6 7
srs rss 5 6 5
srs spp 1 0 1
srs spr 1 0 0
srs sps 5 1 0
srs srp 48 32 51
srs srr 0 0 1
srs srs 3 0 1
srs ssp 2 0 3
srsp pppr 2 1 1
srsp prpp 1 1 1
srsp prpr 4 3 6
srsp prps 8 4 1
srsp prrp 1 3 3
srsp prrr 2 1 3
srsp prrs 1 3 1
srsp prsp 2 1 2
srsp prsr 0 0 1
srsp prss 3 4 4
srsp pspr 1 0 0
srsp psps 3 1 1
srsp pssr 1 0 1
srsp rppp 0 0 1
srsp rpsp 2 0 0
srsp rpsr 1 0 0
srsp rpss 0 0 1
srsp rrpp 10 2 5
srsp rrpr 0 1 0
srsp rrps 9 14 4
srsp rrrp 4 0 0
srsp rrsp 0 4 2
srsp rrsr 1 0 1
srsp rrss 1 2 0
srsp rspp 0 0 1
srsp rsrp 1 2 1
srsp rsrr 1 2 0
srsp rssp 0 3 1
srsp rssr 0 1 0
srsp spps 0 1 0
srsp srpp 10 11 3
srsp srps 8 11 7
srsp srrs 0 0 1
srsp srss 0 0 1
srsp sspp 1 0 2
srspp ppprp 1 0 0
srspp prppp 1 0 0
srspp prprr 1 1 0
srspp prprs 1 1 2
srspp prrpp 0 0 1
srspp prrpr 1 0 0
srspp prrps 0 0 1
srspp prrrp 2 1 0
srspp prrsp 0 0 1
srspp prspp 0 1 0
srspp prsps 0 0 1
srspp prsrr 1 0 0
srspp prssp 1 0 0
srspp prssr 1 0 0
srspp prsss 0 0 2
srspp pssrp 1 0 0
srspp rpppp 0 1 0
srspp rrppp 1 1 1
srspp rrpps 0 1 0
srspp rrpsp 0 1 0
srspp rrpsr 1 1 1
srspp rrspp 1 0 0
srspp rrsps 0 1 0
srspp rrsrs 0 1 0
srspp rsppr 0 1 0
srspp rsrpp 0 0 1
srspp rsspr 0 0 1
srspp srppr 1 2 0
srspp srpsr 4 1 2
srspp srrss 0 0 1
srspp srsss 0 0 1
srspp ssppp 0 0 1
srspp ssppr 1 0 0
srspr ppprp 0 1 0
srspr ppprr 0 1 0
srspr prppr 1 0 0
srspr prprr 0 0 1
srspr prprs 1 1 1
srspr prpsp 1 3 1
srspr prpsr 2 0 0
srspr prpss 1 0 0
srspr prrps 0 1 0
srspr prrrp 1 1 0
srspr prrss 0 1 0
srspr prsps 0 1 0
srspr prssr 0 0 1
srspr prsss 0 0 2
srspr psprp 1 0 0
srspr pspss 0 2 0
srspr pssrp 0 1 0
srspr rpspp 0 2 0
srspr rpsrp 1 0 0
srspr rrppp 1 3 1
srspr rrpps 0 4 1
srspr rrpsr 1 4 4
srspr rrrpp 1 1 1
srspr rrrps 1 0 0
srspr rrsrs 0 1 0
srspr rrssr 0 1 0
srspr rsrpp 0 1 0
srspr rsrrp 0 1 0
srspr srppp 1 1 0
srspr srppr 1 5 2
srspr srpsr 2 6 0
srspr sspps 0 1 0
srsps ppprp 1 0 0
srsps prppp 1 0 0
srsps prprr 1 0 0
srsps prprs 0 1 0
srsps prpsp 1 2 0
srsps prpss 0 1 0
srsps prrpr 1 0 0
srsps prrps 2 0 0
srsps prrrp 1 0 0
srsps prrsr 1 1 0
srsps prrss 0 1 0
srsps prspp 1 0 0
srsps prsss 2 1 1
srsps pspsp 0 0 1
srsps rrppp 1 0 1
srsps rrprp 0 0 1
srsps rrpsp 1 0 0
srsps rrpsr 7 2 3
srsps rrpss 0 0 1
srsps rrspr 1 0 0
srsps rrsps 1 0 2
srsps rrssp 1 0 0
srsps rrssr 0 1 0
srsps rsrpp 0 2 0
srsps rsrrs 0 0 2
srsps rsspp 0 2 0
srsps rsspr 1 0 0
srsps rssrr 0 0 1
srsps sppsp 1 0 0
srsps srppp 2 1 0
srsps srppr 2 3 2
srsps srpsp 1 1 0
srsps srpsr 3 3 3
srsr pppr 1 1 2
srsr pprs 0 1 0
srsr prpp 3 1 2
srsr prpr 2 0 2
srsr prps 3 1 1
srsr prrp 1 4 1
srsr prrr 0 3 3
srsr prrs 1 8 0
srsr prsp 0 0 1
srsr prss 2 7 2
srsr psps 0 1 0
srsr pssr 0 1 0
srsr rppp 1 0 0
srsr rprp 0 1 0
srsr rprs 0 0 1
srsr rpsr 2 0 0
srsr rrpp 1 2 2
srsr rrpr 0 1 0
srsr rrps 9 9 4
srsr rrrp 0 0 1
srsr rrrs 1 1 0
srsr rrsp 0 2 1
srsr rrsr 2 0 0
srsr rsrp 2 0 0
srsr rsrr 3 0 1
srsr rsrs 0 1 0
srsr rssp 0 1 3
srsr rssr 0 0 1
srsr spps 0 0 1
srsr sprr 0 1 0
srsr spsp 0 2 1
srsr spsr 0 0 1
srsr spss 1 0 0
srsr srpp 2 3 8
