player computer r s p
psss sppp 0 3 0
psss sppr 2 1 1
psss srpp 1 0 0
psss srpr 0 5 1
psss srps 0 1 1
psss srsp 0 1 0
psss sspp 0 1 0
psss sspr 1 0 1
psss ssps 1 0 0
psss ssrp 0 0 2
psss ssrr 35 120 44
psss ssrs 1 0 1
psss sssp 0 1 0
psss sssr 1 3 0
psss ssss 0 0 1
psssp ppprr 0 0 1
psssp ppprs 0 1 0
psssp prpss 1 0 0
psssp prrrp 1 0 0
psssp prrrr 0 0 1
psssp psppr 0 2 0
psssp psprp 0 0 1
psssp psprr 1 0 0
psssp psprs 4 0 2
psssp pspsp 1 3 0
psssp psrpr 1 0 0
psssp psrps 0 1 0
psssp psspp 0 1 1
psssp psspr 0 0 1
psssp pssrp 0 1 1
psssp pssrr 1 0 0
psssp pssrs 0 0 1
psssp rprpr 0 1 0
psssp rpsrr 1 0 0
psssp rrppr 2 0 1
psssp rrprp 1 0 0
psssp rrrrp 0 0 1
psssp rrrrr 2 2 8
psssp rrrrs 0 0 1
psssp rrrsp 1 1 0
psssp rrrsr 2 1 0
psssp rsppp 1 0 0
psssp rsrpr 0 0 1
psssp rsrrp 1 1 0
psssp rsrrr 13 6 4
psssp rsrsr 1 0 0
psssp rsspp 1 0 0
psssp rssrr 2 0 0
psssp spprp 1 0 0
psssp srprr 1 0 0
psssp srpsr 0 1 0
psssp ssprp 0 1 0
psssp ssrps 2 0 0
psssp ssrrp 0 1 0
psssp ssrrr 16 6 16
psssp ssrrs 3 1 0
psssp ssrsp 0 1 0
psssp ssssr 0 0 1
psssr ppppr 1 0 0
psssr prrpr 0 1 0
psssr prrrp 0 0 1
psssr prrrs 1 0 0
psssr prssr 1 0 0
psssr psppp 0 0 1
psssr psppr 4 4 2
psssr psprs 1 1 0
psssr pspsp 0 1 0
psssr pspsr 1 1 0
psssr pspss 0 0 1
psssr psspp 0 0 1
psssr psspr 0 0 1
psssr pssrs 1 0 2
psssr psssr 1 0 0
psssr rprpr 1 0 1
psssr rrppr 1 1 1
psssr rrpsp 0 0 1
psssr rrrpr 0 0 1
psssr rrrrp 0 0 1
psssr rrrrr 1 0 4
psssr rrrrs 0 0 1
psssr rrrsp 2 0 0
psssr rsppr 1 0 0
psssr rsrpr 0 0 1
psssr rsrrr 1 4 11
psssr rsrrs 0 0 1
psssr rsrsr 1 0 0
psssr rsrss 0 0 1
psssr rssps 0 0 2
psssr rssrr 0 1 0
psssr spprs 1 0 1
psssr srppr 0 0 1
psssr ssprr 1 0 0
psssr sspsp 0 0 1
psssr ssrrr 12 9 12
psssr ssrrs 0 1 1
psssr ssrss 0 0 1
psssr sssrr 0 0 1
pssss ppppp 0 1 0
pssss ppprs 1 1 0
pssss pppsp 0 1 0
pssss prpss 0 1 0
pssss prrrp 0 1 1
pssss prrss 0 0 1
pssss prsrr 0 1 0
pssss psppp 0 1 0
pssss psppr 6 19 5
pssss psprs 0 2 1
pssss pspsp 0 1 0
pssss pspss 0 1 0
pssss psspp 2 1 0
pssss psspr 0 1 0
pssss pssrp 0 0 2
pssss pssrs 1 0 0
pssss psssp 1 0 0
pssss rprpr 0 2 0
pssss rprps 0 1 0
pssss rprrp 0 1 0
pssss rprrr 0 0 1
pssss rpsss 1 0 0
pssss rrppp 0 1 0
pssss rrppr 0 6 0
pssss rrpps 0 1 0
pssss rrrrr 2 4 6
pssss rrrrs 3 0 0
pssss rrrsp 0 1 2
pssss rrrsr 1 1 0
pssss rrsrr 0 1 0
pssss rsppp 0 0 1
pssss rsrpr 0 1 1
pssss rsrrr 7 29 23
pssss rsrrs 0 1 1
pssss rsrsp 0 0 1
pssss rsrss 0 1 0
pssss rsspp 0 0 2
pssss rsspr 0 1 1
pssss rssrr 0 2 0
pssss rssrs 1 2 0
pssss spppr 0 2 1
pssss spprp 0 1 0
pssss srprr 0 4 0
pssss srprs 0 1 0
pssss srpss 0 1 0
pssss srspp 0 1 0
pssss sspps 0 1 0
pssss ssrrp 0 1 0
pssss ssrrr 21 68 26
pssss ssrrs 1 3 0
pssss sssps 0 1 0
pssss sssrr 0 3 0
r p 1777 971 1399
r r 1832 1062 1512
r s 1626 1176 1466
rp pp 216 549 464
rp pr 15 35 17
rp ps 23 38 11
rp rp 438 604 269
rp rr 15 29 25
rp rs 22 51 19
rp sp 375 497 380
rp sr 29 35 17
rp ss 31 39 21
rpp ppp 2 0 2
rpp ppr 92 168 163
rpp pps 4 4 5
rpp prr 4 6 4
rpp psr 3 2 5
rpp pss 1 0 0
rpp rpp 1 0 2
rpp rpr 69 82 80
rpp rps 1 3 4
rpp rrp 2 2 2
rpp rrr 2 5 7
rpp rrs 0 2 2
rpp rsr 5 6 7
rpp spp 6 9 23
rpp spr 110 123 74
rpp sps 1 1 2
rpp srp 0 1 1
rpp srr 6 4 4
rpp ssr 3 11 4
rppp pppp 1 0 1
rppp pprp 1 0 3
rppp pprr 23 24 102
rppp pprs 1 2 5
rppp ppss 0 2 2
rppp prrp 0 0 1
rppp prrr 0 1 2
rppp psrp 0 1 0
rppp psrr 0 0 1
rppp psrs 0 1 2
rppp rppp 0 1 0
rppp rpps 0 0 1
rppp rprp 9 17 29
rppp rprr 3 3 9
rppp rprs 3 2 4
rppp rpss 1 0 3
rppp rrpr 0 2 0
rppp rrrr 0 0 1
rppp rrrs 1 1 4
rppp rrsr 1 0 1
rppp rsrs 1 0 6
rppp sppr 1 0 0
rppp spps 4 8 8
rppp sprp 5 4 9
rppp sprr 10 12 30
rppp sprs 0 1 0
rppp spsr 0 0 2
rppp srrp 1 0 0
rppp srrr 1 0 0
rppp ssrr 0 2 2
rpppp ppppp 0 1 0
rpppp pprpp 0 1 1
rpppp pprps 0 0 1
rpppp pprrp 2 0 1
rpppp pprrr 1 0 2
rpppp pprrs 13 22 56
rpppp pprsp 0 0 1
rpppp pprsr 1 0 0
rpppp pprss 0 0 3
rpppp ppssr 1 0 1
rpppp prrpr 0 1 0
rpppp prrrs 0 0 2
rpppp psrrr 0 0 1
rpppp psrsr 0 0 1
rpppp psrss 0 0 1
rpppp rppsp 0 1 0
rpppp rprpp 0 0 1
rpppp rprpr 1 0 2
rpppp rprps 6 2 16
rpppp rprrr 0 0 1
rpppp rprrs 2 1 4
rpppp rprsr 1 0 0
rpppp rprss 0 0 3
rpppp rpssr 0 0 1
rpppp rpsss 1 0 1
rpppp rrrrs 0 0 1
rpppp rrrss 2 0 2
rpppp rrsrr 0 0 1
rpppp rsrsp 0 0 1
rpppp rsrss 0 1 4
rpppp sppsr 0 1 5
rpppp sppss 0 0 1
rpppp sprpp 0 0 1
rpppp sprpr 0 2 1
rpppp sprps 1 3 1
rpppp sprrr 0 0 1
rpppp sprrs 6 8 14
rpppp spsrs 0 0 2
rpppp ssrrr 0 0 2
rpppr pppps 1 0 0
rpppr pprps 0 0 1
rpppr pprrs 4 11 7
rpppr pprss 0 0 1
rpppr rprpr 0 0 1
rpppr rprps 1 6 1
rpppr rprrs 1 0 2
rpppr rprss 0 2 1
rpppr rpsss 1 0 0
rpppr rrrss 0 1 0
rpppr rrsrs 0 1 0
rpppr rsrss 0 1 0
rpppr spprs 0 0 1
rpppr sppsr 1 2 1
rpppr sprps 1 2 1
rpppr sprrr 0 1 0
rpppr sprrs 3 4 2
rpppr srrpr 0 1 0
rpppr srrrs 0 1 0
rppps pprrs 5 15 4
rppps pprsp 0 1 1
rppps ppssr 0 0 1
rppps ppsss 0 1 0
rppps psrpr 1 0 0
rppps psrsr 0 0 1
rppps rpppr 0 0 1
rppps rprpp 1 0 0
rppps rprpr 0 1 0
rppps rprps 6 6 3
rppps rprrs 2 1 0
rppps rprsp 1 0 0
rppps rprsr 0 0 1
rppps rrprr 1 0 0
rppps rrprs 0 1 0
rppps rrrss 1 0 0
rppps sppsr 3 1 0
rppps sppss 3 1 0
rppps sprps 1 3 0
rppps sprrs 6 4 1
rppps sprss 0 1 0
rppps ssrrr 2 0 0
rppr pppp 1 0 0
rppr ppps 0 1 0
rppr pprp 1 0 0
rppr pprr 33 32 19
rppr pprs 1 4 1
rppr ppsp 0 0 1
rppr ppss 1 1 1
rppr prrp 0 1 0
rppr prrr 0 3 0
rppr psrr 1 0 0
rppr psrs 2 0 0
rppr pssp 0 1 0
rppr rpps 0 1 0
rppr rprp 12 26 15
rppr rprr 4 6 0
rppr rprs 3 0 1
rppr rpss 0 0 1
rppr rrpp 0 1 0
rppr rrpr 1 0 0
rppr rrrs 0 0 1
rppr rsrs 0 3 2
rppr spps 4 1 1
rppr sprp 9 7 8
rppr sprr 25 41 16
rppr sprs 0 2 1
rppr spsr 1 0 0
rppr srrp 1 2 0
rppr srrs 0 2 0
rppr ssrr 1 1 1
rpprp pprrp 0 1 3
rpprp pprrr 6 3 6
rpprp pprsr 1 0 0
rpprp ppspr 0 1 0
rpprp ppssr 1 0 0
rpprp rprpp 0 1 0
rpprp rprpr 2 7 3
rpprp rprps 0 0 1
rpprp rprsp 0 1 0
rpprp rpssr 0 0 1
rpprp rrrsr 0 1 0
rpprp rsrsr 0 2 0
rpprp sppsp 0 1 0
rpprp sprpp 0 0 5
rpprp sprpr 1 0 0
rpprp sprps 1 0 0
rpprp sprrr 6 5 5
rpprp sprsr 0 0 1
rpprp ssrrp 0 1 0
rpprr pppps 0 1 0
rpprr pprpp 1 0 0
rpprr pprrp 2 2 1
rpprr pprrr 18 5 3
rpprr pprrs 0 2 0
rpprr pprsr 1 0 0
rpprr ppsss 1 0 0
rpprr psrrr 0 1 0
rpprr psrsp 0 1 0
rpprr psrss 0 1 0
rpprr rprpr 5 3 1
rpprr rprps 2 1 0
rpprr rprrp 0 0 1
rpprr rprrr 1 0 2
rpprr rprsp 0 2 0
rpprr rprss 0 1 0
rpprr rrprs 0 1 0
rpprr sppsp 2 1 0
rpprr sppss 0 1 0
rpprr sprpp 0 0 1
rpprr sprpr 1 0 0
rpprr sprps 1 1 2
rpprr sprrr 13 9 2
rpprr sprrs 0 1 0
rpprr spsrr 0 1 0
rpprr srrpp 0 0 1
rpprr ssrrs 0 1 0
rpprs pppsp 0 0 1
rpprs pprrp 1 2 3
rpprs pprrr 4 3 14
rpprs pprrs 1 1 1
rpprs pprsp 0 0 1
rpprs pprsr 0 0 3
rpprs ppssp 1 0 0
rpprs prrps 0 1 0
rpprs prrrp 0 0 1
rpprs prrrr 0 1 1
rpprs psspp 1 0 0
rpprs rppsr 0 0 1
rpprs rprpr 5 8 10
rpprs rprps 0 3 0
rpprs rprrp 1 0 1
rpprs rprrr 0 1 2
rpprs rprrs 1 0 0
rpprs rrppp 0 1 0
rpprs rsrss 0 1 1
rpprs sppsp 0 1 0
rpprs sprpp 0 3 3
rpprs sprrp 1 0 0
rpprs sprrr 8 10 19
rpprs sprrs 0 2 0
rpprs sprsp 0 0 1
rpprs sprss 0 1 0
rpprs srrpp 0 1 0
rpprs srrpr 0 1 0
rpprs srrsp 0 0 1
rpprs srrsr 0 1 0
rpprs ssrrp 0 1 0
rpps pprp 1 2 0
rpps pprr 47 64 37
rpps pprs 2 6 2
rpps ppsp 1 0 0
rpps ppss 1 2 0
rpps prrr 2 0 1
rpps prrs 0 2 0
rpps psrs 1 1 0
rpps rprp 21 16 15
rpps rprr 2 5 2
rpps rprs 8 4 3
rpps rpsp 0 1 0
rpps rpss 1 0 1
rpps rrpp 1 1 0
rpps rrrp 0 1 0
rpps rrrs 2 0 1
rpps rrsr 1 0 0
rpps rrss 0 1 0
rpps rsrs 1 1 4
rpps sppp 0 1 0
rpps spps 0 2 6
rpps sprp 14 6 9
rpps sprr 31 32 23
rpps sprs 2 2 0
rpps spsp 0 0 1
rpps srps 0 1 0
rpps srrp 1 0 2
rpps srrr 1 0 0
rpps ssrp 0 0 1
rpps ssrr 2 6 1
rpps ssrs 0 1 0
rppsp pprrp 4 1 4
rppsp pprrr 12 2 14
rppsp pprsr 1 1 0
rppsp prrrp 1 0 0
rppsp rprpp 6 0 6
rppsp rprpr 1 0 2
rppsp rprrp 1 0 1
rppsp rprsp 3 0 0
rppsp rpssp 0 1 0
rppsp rrrsp 1 0 0
rppsp rsrsp 1 0 0
rppsp rsrsr 0 1 0
rppsp rsrss 2 0 0
rppsp sppsp 0 1 0
rppsp sppss 2 1 2
rppsp sprpp 2 1 5
rppsp sprpr 0 1 0
rppsp sprrp 1 0 1
rppsp sprrr 7 1 2
rppsp sprrs 3 4 3
rppsp spsps 0 0 1
rppsp srrpp 2 0 0
rppsp ssrpr 1 0 0
rppsp ssrrr 1 0 0
rppsr pprpr 0 0 1
rppsr pprrp 5 1 7
rppsr pprrr 11 5 14
rppsr pprrs 0 0 2
rppsr pprsr 0 1 0
rppsr pprss 0 0 1
rppsr ppspr 0 0 1
rppsr ppssr 0 0 1
rppsr prrrp 1 0 1
rppsr psrsr 0 0 1
rppsr rprpp 1 4 8
rppsr rprpr 5 0 2
rppsr rprps 0 0 1
rppsr rprrp 0 0 1
rppsr rprrr 1 0 0
rppsr rprsp 0 1 6
rppsr rprsr 0 0 1
rppsr rpsss 1 0 0
rppsr rrppr 0 0 1
rppsr rrrsp 1 0 0
rppsr rrrss 0 1 0
rppsr rrsrp 0 0 1
rppsr rsrsp 1 0 0
rppsr sprpp 8 2 1
rppsr sprps 0 1 1
rppsr sprrr 8 3 7
rppsr sprrs 4 3 5
rppsr sprsr 1 0 1
rppsr srrpp 1 0 0
rppsr srrrs 0 0 1
rppsr ssrrr 1 0 0
rppsr ssrrs 1 0 0
rppss pprrp 4 5 2
rppss pprrr 11 25 12
rppss pprrs 0 1 1
rppss pprsr 2 2 1
rppss ppssr 0 1 0
rppss ppsss 0 1 0
rppss prrsp 0 1 0
rppss prrsr 0 1 0
rppss psrsp 0 0 1
rppss rprpp 4 5 3
rppss rprpr 1 1 1
rppss rprps 1 0 0
rppss rprrp 1 0 0
rppss rprrr 1 2 0
rppss rprrs 0 0 1
rppss rprsp 2 1 0
rppss rprss 0 1 0
rppss rpspp 1 0 0
rppss rrppr 0 1 0
rppss rrrpp 0 0 1
rppss rrsss 0 1 0
rppss rsrsp 0 1 0
rppss spppp 1 0 0
rppss sppss 0 2 0
rppss sprpp 0 5 1
rppss sprrp 1 0 0
rppss sprrr 3 8 2
rppss sprrs 6 9 3
rppss sprsr 0 0 1
rppss sprss 0 0 1
rppss srpsr 1 0 0
rppss ssrrp 0 1 0
rppss ssrrr 2 3 0
rpr ppp 0 1 1
rpr ppr 46 104 49
rpr pps 0 5 0
rpr prp 0 1 0
rpr prr 5 5 3
rpr psp 0 1 0
rpr psr 7 9 4
rpr pss 0 0 1
rpr rpp 3 4 0
rpr rpr 84 202 120
rpr rps 1 7 3
rpr rrp 0 3 0
rpr rrr 0 4 1
rpr rrs 1 4 0
rpr rsp 0 0 1
rpr rsr 10 9 1
rpr rss 0 1 0
rpr spp 6 24 3
rpr spr 76 159 81
rpr sps 3 5 7
rpr srp 2 4 2
rpr srr 7 9 2
rpr srs 1 0 1
rpr ssr 11 16 3
rpr sss 0 1 0
rprp pppr 0 1 0
rprp pprp 3 1 1
rprp pprr 19 14 7
rprp pprs 1 2 0
rprp prrr 0 2 0
rprp prrs 1 0 0
rprp psrp 0 1 1
rprp psrr 0 0 1
rprp psrs 1 0 0
rprp pssr 1 0 0
rprp rprp 2 1 0
rprp rprr 32 52 20
rprp rprs 0 0 1
rprp rpsr 0 3 0
rprp rrrr 1 0 0
rprp rsps 1 0 0
rprp rsrr 0 1 0
rprp sppr 1 2 0
rprp sprp 0 1 1
rprp sprr 29 32 13
rprp sprs 0 1 0
rprp spsp 2 0 0
rprp spsr 0 1 0
rprp spss 1 2 1
rprp srpr 1 0 0
rprp srrr 0 2 0
rprp srsp 0 1 0
rprp ssrr 1 0 1
rprp ssrs 1 0 0
rprpp pprpp 0 1 0
rprpp pprrp 1 1 2
rprpp pprrr 1 1 1
rprpp psrpr 0 0 1
rprpp psrrr 1 0 0
rprpp rprrp 5 2 2
rprpp rprrr 1 3 4
rprpp rprrs 2 1 0
rprpp rprsr 0 0 1
rprpp sprpr 0 1 0
rprpp sprrp 1 0 1
rprpp sprrr 0 4 6
rprpp spssp 1 0 0
rprpp ssrrp 0 1 0
rprpr pprpp 0 0 2
rprpr pprpr 0 0 1
rprpr pprrp 3 4 1
rprpr pprrr 2 3 6
rprpr pprsr 0 1 0
rprpr prrsp 0 1 0
rprpr psrss 0 0 1
rprpr pssrp 0 1 0
rprpr rprpr 1 1 0
rprpr rprrp 1 3 2
rprpr rprrr 2 9 14
rprpr rprrs 0 0 1
rprpr rrrrp 0 1 0
rprpr rspsp 0 1 0
rprpr spprr 0 0 1
rprpr sprrp 1 3 3
rprpr sprrr 4 10 8
rprpr spspp 0 1 0
rprpr spspr 0 1 0
rprpr spssr 1 0 0
rprpr srprr 0 0 1
rprpr ssrrs 0 1 0
rprpr ssrsp 0 0 1
rprps ppprr 0 1 0
rprps pprpp 0 0 1
rprps pprrp 1 1 3
rprps pprrr 2 4 1
rprps pprrs 1 0 0
rprps pprsr 0 0 1
rprps pprss 0 1 0
rprps prrrr 1 0 0
rprps prrrs 0 0 1
rprps psrps 1 0 0
rprps rprpp 0 0 1
rprps rprrp 6 1 3
rprps rprrr 9 12 14
rprps rprrs 1 2 2
rprps rpsrr 2 0 0
rprps rpsrs 0 0 1
rprps rsrrp 0 0 1
rprps spprp 1 0 0
rprps spprr 0 0 1
rprps sprpp 1 0 0
rprps sprrp 3 0 3
rprps sprrr 11 4 9
rprps sprsr 0 1 0
rprps spsrp 1 0 0
rprps spsss 1 0 1
rprps srrrp 0 0 1
rprps srrrr 1 0 0
rprps srspp 1 0 0
rprr pprp 0 1 1
rprr pprr 19 13 5
rprr pprs 0 2 3
rprr prrr 4 0 0
rprr prrs 1 0 0
rprr psrp 1 1 0
rprr psrr 2 0 0
rprr psrs 1 0 1
rprr rppp 1 0 0
rprr rppr 1 1 0
rprr rprp 1 0 1
rprr rprr 31 28 19
rprr rprs 2 0 1
rprr rpsr 1 0 0
rprr rrsr 0 1 0
rprr rsrp 2 1 0
rprr rsrr 6 0 0
rprr sppr 0 6 0
rprr sprp 1 0 0
rprr sprr 35 28 9
rprr sprs 0 2 0
rprr spsr 1 0 0
rprr spss 0 1 0
rprr srpr 2 0 0
rprr srrp 1 0 0
rprr srrr 4 1 1
rprr srsr 0 0 1
rprr ssrr 7 3 0
rprr ssrs 1 0 0
rprrp pprps 1 0 0
rprrp pprrp 2 1 0
rprrp pprrr 2 0 0
rprrp pprsr 1 0 0
rprrp pprss 0 2 0
rprrp psrsp 1 0 0
rprrp rprpr 0 1 0
rprrp rprrp 1 0 0
rprrp rprrr 5 9 3
rprrp rprsr 1 0 0
rprrp sprrp 1 1 0
rprrp sprrr 3 3 0
rprrp sprrs 1 0 0
rprrp srrrp 1 0 0
rprrp srsrs 0 0 1
rprrr pprrp 5 3 7
rprrr pprrr 2 0 1
rprrr pprrs 0 0 1
rprrr prrrp 0 1 3
rprrr prrsr 1 0 0
rprrr psrpr 1 0 0
rprrr psrrp 1 0 0
rprrr psrrs 0 1 0
rprrr psrss 0 1 0
rprrr rpppp 0 1 0
rprrr rpprr 0 1 0
rprrr rprps 0 1 0
rprrr rprrp 0 2 2
rprrr rprrr 9 9 9
rprrr rprsp 1 0 0
rprrr rprss 0 1 0
rprrr rpsrp 0 1 0
rprrr rsrpr 2 0 0
rprrr rsrrp 0 3 2
rprrr rsrrr 0 1 0
rprrr sprps 0 1 0
rprrr sprrp 6 8 2
rprrr sprrr 10 5 3
rprrr sprrs 0 1 0
rprrr spsrr 1 0 0
rprrr srprp 1 0 0
rprrr srprr 1 0 0
rprrr srrpr 1 0 0
rprrr srrrp 1 0 1
rprrr srrrr 0 1 0
rprrr srrrs 0 1 0
rprrr ssrrp 3 0 0
rprrr ssrrr 2 1 1
rprrr ssrsp 1 0 0
rprrs pprps 0 1 0
rprrs pprrp 0 3 5
rprrs pprrr 0 1 0
rprrs pprrs 0 0 1
rprrs pprss 1 1 0
rprrs psrps 0 1 0
rprrs rpprs 1 0 0
rprrs rprrp 1 0 0
rprrs rprrr 6 6 11
rprrs rprrs 1 0 0
rprrs rrsrr 0 1 0
rprrs spprp 0 0 1
rprrs spprr 1 3 1
rprrs sprrp 6 1 5
rprrs sprrr 4 6 4
rprrs sprrs 1 0 0
rprrs sprsp 0 0 1
rprrs sprsr 0 0 1
rprrs spsss 1 0 0
rprrs srrrs 0 1 0
rprrs ssrrp 1 1 0
rprrs ssrrr 1 0 0
rprs ppps 0 0 1
rprs pprp 1 2 1
rprs pprr 21 20 41
rprs pprs 0 0 7
rprs ppsr 1 0 3
rprs prpr 0 0 1
rprs prrp 1 0 0
rprs prrr 1 0 3
rprs pspr 0 0 1
rprs psrp 0 0 2
rprs psrr 1 0 1
rprs psrs 1 1 3
rprs rppp 1 0 1
rprs rppr 0 0 2
rprs rprp 2 0 2
rprs rprr 43 28 102
rprs rprs 2 2 4
rprs rpsp 0 1 0
rprs rpsr 1 3 2
rprs rrpp 0 1 0
rprs rrpr 0 1 1
rprs rrrp 0 1 0
rprs rrrr 0 0 2
rprs rrsr 2 0 2
rprs rsrp 2 1 2
rprs rsrr 0 0 3
rprs rsrs 0 1 0
rprs rsss 0 0 1
rprs sppp 0 1 1
rprs sppr 5 4 11
rprs spps 0 1 0
rprs sprp 0 0 2
rprs sprr 35 31 77
rprs sprs 0 1 8
rprs spsp 1 0 2
rprs spss 1 1 0
rprs srpr 1 1 1
rprs srps 1 0 0
rprs srrp 0 0 1
rprs srrr 1 3 3
rprs srrs 0 0 1
rprs ssrp 1 1 1
rprs ssrr 2 4 6
rprs sssr 0 0 1
rprsp pppss 1 0 0
rprsp pprpr 0 0 1
rprsp pprrp 5 2 0
rprsp pprrs 13 11 9
rprsp pprss 1 3 2
rprsp ppsrs 1 0 2
rprsp prprs 0 0 1
rprsp prrrp 0 2 0
rprsp prrrs 0 0 1
rprsp psprs 0 0 1
rprsp psrps 0 2 0
rprsp psrrp 1 0 0
rprsp psrsr 0 1 0
rprsp psrss 1 0 1
rprsp rpppp 1 0 0
rprsp rpprr 0 1 0
rprsp rpprs 1 0 0
rprsp rprps 1 0 1
rprsp rprrp 2 0 2
rprsp rprrr 0 1 0
rprsp rprrs 53 18 23
rprsp rprsr 1 0 0
rprsp rprss 1 2 0
rprsp rpsrp 0 1 0
rprsp rpsrr 1 0 0
rprsp rrprr 1 0 0
rprsp rrrrs 0 0 2
rprsp rrsrs 1 0 1
rprsp rsrpp 1 1 0
rprsp rsrrs 3 0 0
rprsp rsssp 0 0 1
rprsp spppr 1 0 0
rprsp spprp 1 0 3
rprsp spprs 4 1 1
rprsp sprps 0 2 0
rprsp sprrr 1 0 1
rprsp sprrs 29 25 19
rprsp sprsp 1 0 0
rprsp sprss 5 1 1
rprsp spsps 1 0 0
rprsp srprr 1 0 0
rprsp srrrr 2 1 0
rprsp srrsr 0 1 0
rprsp ssrpr 1 0 0
rprsp ssrrr 1 0 0
rprsp ssrrs 1 0 2
rprsp sssrr 0 1 0
rprsr pprpr 1 0 0
rprsr pprrp 0 1 3
rprsr pprrs 4 3 10
rprsr ppsrs 1 0 0
rprsr prrpr 0 1 0
rprsr prrrp 0 1 0
rprsr psrrs 1 0 0
rprsr psrss 1 0 0
rprsr rpppr 0 0 1
rprsr rprps 0 0 2
rprsr rprrp 0 0 1
rprsr rprrr 1 0 0
rprsr rprrs 12 7 21
rprsr rprss 0 0 2
rprsr rpsrr 0 0 1
rprsr rrsrs 0 0 2
rprsr rsrpp 0 0 1
rprsr rsrps 0 1 0
rprsr spprs 1 2 2
rprsr sprrs 9 5 21
rprsr spsps 0 1 0
rprsr spssr 0 0 1
rprsr srprs 0 1 0
rprsr srpss 0 1 0
rprsr srrrr 0 0 1
rprsr ssrpp 0 1 0
rprsr ssrrs 1 0 1
rprss pprpr 0 0 2
rprss pprrp 0 1 1
rprss pprrr 0 0 1
rprss pprrs 1 8 8
rprss psrss 0 0 1
rprss rprrs 3 14 11
rprss rprsr 0 2 0
rprss rpsps 1 0 0
rprss rpsrr 1 1 1
rprss rrppp 1 0 0
rprss rrprp 0 1 0
rprss rrrpp 0 0 1
rprss rsrpp 0 0 1
rprss rsrsr 0 0 1
rprss sppps 0 0 1
rprss spprp 2 0 0
rprss spprs 0 0 2
rprss sppsp 0 0 1
rprss sprrp 0 0 1
rprss sprrr 0 1 0
rprss sprrs 4 11 14
rprss sprss 0 1 0
rprss spsss 0 0 1
rprss srprp 0 0 1
rprss srrrr 0 1 1
rprss srrrs 1 0 0
rprss ssrpp 0 1 0
rprss ssrrr 0 1 0
rprss ssrrs 2 0 1
rps ppp 6 6 2
rps ppr 218 101 155
rps pps 8 5 3
rps prr 11 7 14
rps prs 0 0 1
rps psr 8 11 11
rps pss 1 2 1
rps rpp 6 0 1
rps rpr 240 105 164
rps rps 11 2 3
rps rrp 2 2 2
rps rrr 4 3 4
rps rrs 4 1 3
rps rsp 2 0 1
rps rsr 20 12 7
rps rss 0 1 0
rps spp 19 9 8
rps spr 217 77 118
rps sps 6 3 2
rps srp 5 2 1
rps srr 7 7 7
rps srs 0 1 2
rps ssp 1 0 0
rps ssr 17 10 6
rps sss 1 0 2
rpsp pppp 1 0 0
rpsp ppps 0 1 0
rpsp pprp 70 35 32
rpsp pprr 2 0 3
rpsp pprs 3 1 2
rpsp ppsp 1 1 0
rpsp ppss 1 0 0
rpsp prrp 1 1 7
rpsp prrr 1 0 0
rpsp prrs 3 0 1
rpsp prsr 0 1 0
rpsp psrr 7 3 0
rpsp pssp 1 0 0
rpsp rppp 1 0 0
rpsp rprp 71 24 40
rpsp rprr 0 2 0
rpsp rprs 15 2 5
rpsp rpsp 1 0 0
rpsp rpss 2 0 0
rpsp rrpr 1 0 1
rpsp rrrp 1 0 1
rpsp rrrs 1 0 0
rpsp rrsp 1 0 1
rpsp rspp 0 1 0
rpsp rsrp 1 1 0
rpsp rsrr 3 2 0
rpsp sppp 3 3 1
rpsp sprp 49 31 31
rpsp sprs 1 3 1
rpsp spsp 1 0 0
rpsp spsr 0 1 0
rpsp srpr 0 1 0
rpsp srrp 1 0 0
rpsp srrr 2 0 0
rpsp srrs 2 1 1
rpsp srsr 1 0 0
rpsp srss 0 0 1
rpsp ssrp 4 0 0
rpsp ssrr 0 1 1
rpsp sssp 0 1 1
rpspp pprpp 7 3 18
rpspp pprpr 1 1 0
rpspp pprps 0 1 0
rpspp pprrs 0 1 2
rpspp pprsp 0 0 2
rpspp prrpr 1 0 0
rpspp prrps 1 2 3
rpspp prrsp 0 0 1
rpspp rprpp 15 7 17
rpspp rprps 1 0 0
rpspp rprsp 1 1 3
rpspp rrprs 1 0 0
rpspp rrrpp 1 0 0
rpspp rrspp 0 0 1
rpspp spppp 0 0 1
rpspp sprpp 5 5 8
rpspp sprpr 3 4 4
rpspp sprps 0 1 1
rpspp sprsr 1 0 0
rpspp srrsp 1 0 0
rpspp srssp 0 0 1
rpspp ssrrr 0 0 1
rpspp ssspp 1 0 0
rpspr pppps 0 0 1
rpspr pprpp 9 25 28
rpspr pprps 1 2 0
rpspr pprrs 0 0 2
rpspr pprsp 0 0 3
rpspr ppspr 0 0 1
rpspr ppsss 0 0 1
rpspr prrps 1 0 0
rpspr prrrs 0 0 1
rpspr prrsp 0 0 1
rpspr psrrp 0 3 3
rpspr psspp 0 0 1
rpspr rpppp 0 0 1
rpspr rprpp 12 22 28
rpspr rprpr 0 0 3
rpspr rprps 1 1 1
rpspr rprsp 1 4 6
rpspr rprsr 1 0 1
rpspr rprss 0 0 2
rpspr rpspp 0 1 0
rpspr rpssp 0 1 1
rpspr rrprs 0 0 1
rpspr rrrpp 0 0 1
rpspr rrrss 0 1 0
rpspr rsrps 1 0 0
rpspr rsrrp 0 0 1
